tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
542,1/1/2015 0:21,1/1/2015 0:30,115,Porter Square Station,42.387995,-71.119084,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,277,Subscriber,1984,1
438,1/1/2015 0:27,1/1/2015 0:34,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,648,Subscriber,1985,1
254,1/1/2015 0:31,1/1/2015 0:35,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,555,Subscriber,1974,1
432,1/1/2015 0:53,1/1/2015 1:00,115,Porter Square Station,42.387995,-71.119084,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1307,Subscriber,1987,1
735,1/1/2015 1:07,1/1/2015 1:19,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,177,Customer,1986,2
311,1/1/2015 1:28,1/1/2015 1:33,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,685,Subscriber,1989,1
1259,1/1/2015 1:34,1/1/2015 1:55,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,940,Subscriber,1964,1
338,1/1/2015 2:32,1/1/2015 2:38,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,656,Subscriber,1981,1
429,1/1/2015 4:41,1/1/2015 4:49,117,Binney St / Sixth St,42.366095,-71.086388,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,134,Customer,1989,1
289,1/1/2015 8:00,1/1/2015 8:05,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,23,Subscriber,1993,1
276,1/1/2015 8:22,1/1/2015 8:26,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,23,Subscriber,1993,1
1476,1/1/2015 8:29,1/1/2015 8:53,115,Porter Square Station,42.387995,-71.119084,36,Boston Public Library - 700 Boylston St.,42.349673,-71.077303,842,Subscriber,1978,1
1095,1/1/2015 8:58,1/1/2015 9:16,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,23,Mayor Martin J Walsh - 28 State St,42.35892,-71.057629,959,Subscriber,1988,2
446,1/1/2015 9:15,1/1/2015 9:22,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1306,Subscriber,1988,1
426,1/1/2015 9:26,1/1/2015 9:33,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,854,Customer,1989,2
1274,1/1/2015 10:02,1/1/2015 10:23,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,46,Christian Science Plaza,42.343864,-71.085918,703,Customer,1982,1
539,1/1/2015 10:27,1/1/2015 10:36,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,656,Subscriber,1985,2
793,1/1/2015 10:33,1/1/2015 10:46,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,115,Porter Square Station,42.387995,-71.119084,738,Subscriber,1991,1
479,1/1/2015 10:43,1/1/2015 10:51,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,141,Kendall Street,42.36356016,-71.08216792,1113,Subscriber,1984,1
365,1/1/2015 10:48,1/1/2015 10:54,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,549,Customer,1962,2
1747,1/1/2015 10:53,1/1/2015 11:22,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,784,Subscriber,\N,0
645,1/1/2015 10:53,1/1/2015 11:04,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,716,Subscriber,1982,1
686,1/1/2015 10:58,1/1/2015 11:10,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,6,Cambridge St. at Joy St.,42.361174,-71.065142,804,Customer,1964,1
331,1/1/2015 11:27,1/1/2015 11:32,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,868,Customer,1962,2
436,1/1/2015 11:37,1/1/2015 11:45,140,Danehy Park,42.388966,-71.132788,115,Porter Square Station,42.387995,-71.119084,742,Subscriber,1987,1
415,1/1/2015 11:43,1/1/2015 11:50,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1277,Subscriber,1986,1
276,1/1/2015 11:49,1/1/2015 11:54,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,739,Subscriber,1989,1
306,1/1/2015 11:51,1/1/2015 11:56,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,664,Customer,1977,1
271,1/1/2015 11:51,1/1/2015 11:56,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,661,Customer,1986,2
472,1/1/2015 12:14,1/1/2015 12:22,117,Binney St / Sixth St,42.366095,-71.086388,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1292,Subscriber,\N,0
333,1/1/2015 12:17,1/1/2015 12:22,117,Binney St / Sixth St,42.366095,-71.086388,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,921,Subscriber,\N,0
233,1/1/2015 12:21,1/1/2015 12:25,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,442,Customer,1988,1
603,1/1/2015 12:27,1/1/2015 12:37,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,876,Customer,1987,2
515,1/1/2015 12:31,1/1/2015 12:39,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,652,Customer,1970,1
504,1/1/2015 12:35,1/1/2015 12:44,143,EF - North Point Park,42.369885,-71.069957,117,Binney St / Sixth St,42.366095,-71.086388,646,Customer,1960,1
472,1/1/2015 12:36,1/1/2015 12:44,143,EF - North Point Park,42.369885,-71.069957,117,Binney St / Sixth St,42.366095,-71.086388,770,Customer,1954,1
823,1/1/2015 12:36,1/1/2015 12:50,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1265,Customer,1980,2
189,1/1/2015 12:40,1/1/2015 12:44,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1047,Subscriber,1988,1
398,1/1/2015 12:45,1/1/2015 12:52,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,1277,Subscriber,1986,1
196,1/1/2015 12:46,1/1/2015 12:50,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1047,Subscriber,1988,1
761,1/1/2015 13:03,1/1/2015 13:16,115,Porter Square Station,42.387995,-71.119084,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,779,Subscriber,1991,1
441,1/1/2015 13:07,1/1/2015 13:15,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1276,Subscriber,1985,1
484,1/1/2015 13:12,1/1/2015 13:20,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,868,Subscriber,1989,2
470,1/1/2015 13:12,1/1/2015 13:20,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,983,Subscriber,\N,0
1453,1/1/2015 13:12,1/1/2015 13:37,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,143,EF - North Point Park,42.369885,-71.069957,656,Subscriber,1988,1
1454,1/1/2015 13:23,1/1/2015 13:47,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,1083,Subscriber,\N,0
1405,1/1/2015 13:23,1/1/2015 13:47,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,854,Subscriber,\N,0
587,1/1/2015 13:28,1/1/2015 13:38,141,Kendall Street,42.36356016,-71.08216792,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,577,Subscriber,1957,2
1232,1/1/2015 13:41,1/1/2015 14:01,143,EF - North Point Park,42.369885,-71.069957,143,EF - North Point Park,42.369885,-71.069957,656,Subscriber,1988,1
589,1/1/2015 13:57,1/1/2015 14:07,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,488,Subscriber,\N,0
890,1/1/2015 14:06,1/1/2015 14:21,143,EF - North Point Park,42.369885,-71.069957,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,656,Subscriber,1988,1
332,1/1/2015 14:14,1/1/2015 14:19,140,Danehy Park,42.388966,-71.132788,115,Porter Square Station,42.387995,-71.119084,662,Customer,1990,2
380,1/1/2015 14:18,1/1/2015 14:25,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,642,Subscriber,1985,2
746,1/1/2015 14:20,1/1/2015 14:32,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,488,Subscriber,\N,0
1040,1/1/2015 14:23,1/1/2015 14:40,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,725,Subscriber,1989,2
1057,1/1/2015 14:23,1/1/2015 14:41,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,673,Subscriber,\N,0
571,1/1/2015 14:24,1/1/2015 14:34,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,107,Ames St at Main St,42.3625,-71.08822,134,Subscriber,1986,1
386,1/1/2015 14:29,1/1/2015 14:35,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1095,Subscriber,1991,2
844,1/1/2015 14:33,1/1/2015 14:47,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,51,Washington St. at Lenox St.,42.3348756,-71.0790969,1072,Subscriber,\N,0
2140,1/1/2015 14:36,1/1/2015 15:11,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,488,Subscriber,\N,0
1788,1/1/2015 14:41,1/1/2015 15:11,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,990,Subscriber,1992,2
823,1/1/2015 14:46,1/1/2015 15:00,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,673,Subscriber,\N,0
786,1/1/2015 14:46,1/1/2015 15:00,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,182,Subscriber,1989,2
387,1/1/2015 14:47,1/1/2015 14:54,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1289,Customer,1962,2
333,1/1/2015 14:48,1/1/2015 14:53,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,913,Subscriber,1981,1
584,1/1/2015 14:57,1/1/2015 15:07,115,Porter Square Station,42.387995,-71.119084,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,742,Subscriber,1991,1
503,1/1/2015 14:57,1/1/2015 15:06,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,664,Customer,1977,1
472,1/1/2015 14:58,1/1/2015 15:06,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,644,Subscriber,1977,2
442,1/1/2015 14:58,1/1/2015 15:05,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,966,Customer,1973,1
453,1/1/2015 14:58,1/1/2015 15:06,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,661,Customer,1986,2
458,1/1/2015 14:58,1/1/2015 15:06,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,442,Subscriber,1991,2
219,1/1/2015 15:03,1/1/2015 15:07,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,517,Customer,1987,1
761,1/1/2015 15:07,1/1/2015 15:20,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,513,Customer,1946,1
615,1/1/2015 15:08,1/1/2015 15:18,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,761,Subscriber,1967,1
62,1/1/2015 15:15,1/1/2015 15:16,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,956,Customer,1954,1
737,1/1/2015 15:15,1/1/2015 15:27,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,143,EF - North Point Park,42.369885,-71.069957,481,Customer,1960,1
667,1/1/2015 15:16,1/1/2015 15:27,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,143,EF - North Point Park,42.369885,-71.069957,670,Customer,1954,1
747,1/1/2015 15:22,1/1/2015 15:35,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,673,Subscriber,\N,0
712,1/1/2015 15:23,1/1/2015 15:35,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,182,Subscriber,1989,2
880,1/1/2015 15:33,1/1/2015 15:47,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,142,Alewife Station at Russell Field,42.396105,-71.139459,743,Subscriber,1944,1
400,1/1/2015 15:40,1/1/2015 15:47,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,784,Subscriber,\N,0
1276,1/1/2015 15:41,1/1/2015 16:02,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,940,Subscriber,1964,1
743,1/1/2015 15:47,1/1/2015 15:59,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1220,Customer,1970,1
191,1/1/2015 16:05,1/1/2015 16:08,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1046,Subscriber,1988,1
400,1/1/2015 16:06,1/1/2015 16:13,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,739,Subscriber,1989,2
548,1/1/2015 16:07,1/1/2015 16:16,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,876,Subscriber,\N,0
768,1/1/2015 16:15,1/1/2015 16:27,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,513,Customer,1946,1
1224,1/1/2015 16:18,1/1/2015 16:38,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,38,TD Garden - Causeway at Portal Park #2,42.366222,-71.059914,177,Subscriber,\N,0
1229,1/1/2015 16:18,1/1/2015 16:38,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,38,TD Garden - Causeway at Portal Park #2,42.366222,-71.059914,966,Subscriber,\N,0
413,1/1/2015 16:19,1/1/2015 16:26,143,EF - North Point Park,42.369885,-71.069957,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,481,Subscriber,1983,1
293,1/1/2015 16:24,1/1/2015 16:29,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1291,Subscriber,1964,1
859,1/1/2015 16:26,1/1/2015 16:40,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,642,Subscriber,1985,2
965,1/1/2015 16:29,1/1/2015 16:46,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,781,Subscriber,1957,2
487,1/1/2015 16:32,1/1/2015 16:40,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1095,Subscriber,1989,2
174,1/1/2015 16:34,1/1/2015 16:37,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,651,Customer,1986,1
680,1/1/2015 16:50,1/1/2015 17:01,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1276,Subscriber,1985,2
283,1/1/2015 16:53,1/1/2015 16:58,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,143,EF - North Point Park,42.369885,-71.069957,990,Subscriber,1992,1
1008,1/1/2015 17:03,1/1/2015 17:20,142,Alewife Station at Russell Field,42.396105,-71.139459,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,743,Subscriber,1944,1
546,1/1/2015 17:13,1/1/2015 17:22,117,Binney St / Sixth St,42.366095,-71.086388,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,646,Subscriber,1982,2
516,1/1/2015 17:13,1/1/2015 17:22,117,Binney St / Sixth St,42.366095,-71.086388,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,770,Subscriber,1984,1
265,1/1/2015 17:28,1/1/2015 17:32,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,707,Subscriber,1995,1
267,1/1/2015 17:28,1/1/2015 17:32,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,797,Subscriber,1995,1
314,1/1/2015 17:29,1/1/2015 17:34,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1046,Subscriber,1973,1
368,1/1/2015 17:32,1/1/2015 17:38,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,792,Subscriber,1984,2
455,1/1/2015 17:42,1/1/2015 17:49,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,992,Customer,1992,2
951,1/1/2015 17:54,1/1/2015 18:10,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,651,Customer,1986,1
310,1/1/2015 18:00,1/1/2015 18:05,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1095,Subscriber,1989,2
322,1/1/2015 18:05,1/1/2015 18:11,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,792,Subscriber,1988,2
257,1/1/2015 18:11,1/1/2015 18:16,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1265,Subscriber,1989,2
457,1/1/2015 18:32,1/1/2015 18:40,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,115,Porter Square Station,42.387995,-71.119084,735,Subscriber,1978,1
343,1/1/2015 18:40,1/1/2015 18:45,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1085,Subscriber,1995,1
305,1/1/2015 18:40,1/1/2015 18:45,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,134,Subscriber,1995,1
423,1/1/2015 18:43,1/1/2015 18:50,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,115,Porter Square Station,42.387995,-71.119084,182,Customer,1957,1
1092,1/1/2015 18:52,1/1/2015 19:11,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,115,Porter Square Station,42.387995,-71.119084,1090,Subscriber,1988,1
1103,1/1/2015 19:06,1/1/2015 19:25,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,488,Subscriber,\N,0
185,1/1/2015 19:14,1/1/2015 19:17,117,Binney St / Sixth St,42.366095,-71.086388,107,Ames St at Main St,42.3625,-71.08822,1098,Customer,1980,2
327,1/1/2015 19:44,1/1/2015 19:50,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1289,Customer,1962,2
478,1/1/2015 20:10,1/1/2015 20:18,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,117,Binney St / Sixth St,42.366095,-71.086388,770,Subscriber,1984,1
466,1/1/2015 20:10,1/1/2015 20:18,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,117,Binney St / Sixth St,42.366095,-71.086388,646,Subscriber,1982,2
447,1/1/2015 20:29,1/1/2015 20:37,107,Ames St at Main St,42.3625,-71.08822,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,797,Subscriber,1986,1
307,1/1/2015 20:34,1/1/2015 20:39,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,134,Subscriber,1995,1
670,1/1/2015 20:42,1/1/2015 20:53,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,1280,Subscriber,1988,2
230,1/1/2015 20:58,1/1/2015 21:02,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,134,Subscriber,1995,1
422,1/1/2015 21:06,1/1/2015 21:13,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,149,Harvard University Transportation Services - 175 North Harvard St,42.363796,-71.129164,517,Customer,1987,1
592,1/1/2015 21:26,1/1/2015 21:35,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,740,Subscriber,1980,1
447,1/1/2015 21:48,1/1/2015 21:55,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,115,Porter Square Station,42.387995,-71.119084,1325,Subscriber,1990,2
466,1/1/2015 22:37,1/1/2015 22:45,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,971,Customer,1992,2
989,1/2/2015 0:27,1/2/2015 0:43,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,703,Subscriber,1964,1
210,1/2/2015 3:46,1/2/2015 3:50,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,359,Subscriber,1990,1
284,1/2/2015 5:52,1/2/2015 5:57,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1220,Customer,1970,1
551,1/2/2015 7:21,1/2/2015 7:30,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,107,Ames St at Main St,42.3625,-71.08822,792,Subscriber,1988,2
670,1/2/2015 7:22,1/2/2015 7:33,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,141,Kendall Street,42.36356016,-71.08216792,1307,Customer,1987,2
321,1/2/2015 7:32,1/2/2015 7:37,115,Porter Square Station,42.387995,-71.119084,140,Danehy Park,42.388966,-71.132788,1325,Subscriber,1988,2
321,1/2/2015 7:44,1/2/2015 7:49,115,Porter Square Station,42.387995,-71.119084,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,738,Subscriber,1966,1
400,1/2/2015 7:47,1/2/2015 7:54,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,990,Customer,1987,1
262,1/2/2015 7:53,1/2/2015 7:58,115,Porter Square Station,42.387995,-71.119084,140,Danehy Park,42.388966,-71.132788,735,Subscriber,1982,1
